   8.3289646164771758e-01   0.0000000000000000e+00   0.0000000000000000e+00   4.1320437361884302e-02   2.6981185566194110e+00
   8.2813425849181299e-01   0.0000000000000000e+00   0.0000000000000000e+00   8.5946083305952395e-02   2.7160562499863072e+00
   8.2337205533590840e-01   0.0000000000000000e+00   0.0000000000000000e+00   1.3423633829672374e-01   2.7519304925090573e+00
   8.1860985218000382e-01   0.0000000000000000e+00   0.0000000000000000e+00   1.8590926857655379e-01   2.8134714427663745e+00
   8.1384764902409923e-01   0.0000000000000000e+00   0.0000000000000000e+00   2.3892500124748858e-01   2.9094734135219014e+00
   8.0908544586819464e-01   0.0000000000000000e+00   0.0000000000000000e+00   2.8875231168382964e-01   3.0425240388413068e+00
   8.0432324271229005e-01   0.0000000000000000e+00   0.0000000000000000e+00   3.3091853229713381e-01   3.2018836708992828e+00
   7.9956103955638547e-01   0.0000000000000000e+00   0.0000000000000000e+00   3.6451252854384197e-01   3.3713639943940770e+00
   7.9479883640048088e-01   0.0000000000000000e+00   0.0000000000000000e+00   3.9124669796025435e-01   3.5403983366679848e+00
   7.9003663324457629e-01   0.0000000000000000e+00   0.0000000000000000e+00   4.1314742447787933e-01   3.7045976412060964e+00
   7.8527443008867170e-01   0.0000000000000000e+00   0.0000000000000000e+00   4.3173405126536946e-01   3.8626637626752611e+00
   7.8051222693276712e-01   0.0000000000000000e+00   0.0000000000000000e+00   4.4802639050146459e-01   4.0144689779897158e+00
   7.7575002377686253e-01   0.0000000000000000e+00   0.0000000000000000e+00   4.6269931591171803e-01   4.1602603673112597e+00
   7.7098782062095794e-01   0.0000000000000000e+00   0.0000000000000000e+00   4.7620681133072984e-01   4.3003702157793198e+00
   7.6622561746505335e-01   0.0000000000000000e+00   0.0000000000000000e+00   4.8886196049028136e-01   4.4351191858375349e+00
